Type , Left         , Old Mid    , Right      , New Mid      , Frequency
INS  , UNKNOWN_CHAR ,            , ')'        , UNKNOWN_CHAR , 2        
SUB  , NUMBER       , '}'        , ','        , ']'          , 2        
INS  , NEWLINE      ,            , NEWLINE    , 'try'        , 2        
INS  , 'try'        ,            , NEWLINE    , ':'          , 2        
DEL  , ')'          , 'return'   , NEWLINE    ,              , 2        
SUB  , STRING       , NEWLINE    , NAME       , UNKNOWN_CHAR , 2        
SUB  , ')'          , '=='       , STRING     , '='          , 2        
DEL  , NEWLINE      , STRING     , ','        ,              , 2        
SUB  , NAME         , 'is'       , 'None'     , '='          , 2        
INS  , '['          ,            , '['        , ']'          , 2        
SUB  , ','          , ','        , STRING     , ']'          , 2        
INS  , ']'          ,            , EOS        , '**'         , 2        
DEL  , ','          , '['        , NAME       ,              , 2        
SUB  , UNKNOWN_CHAR , STRING     , '%'        , NAME         , 2        
DEL  , NEWLINE      , 99         , 'raise'    ,              , 2        
INS  , NAME         ,            , '('        , ':'          , 2        
INS  , '{'          ,            , NAME       , ':'          , 2        
INS  , BOS          ,            , STRING     , '<'          , 2        
INS  , STRING       ,            , ':'        , '>'          , 2        
SUB  , STRING       , ','        , '['        , '='          , 2        
DEL  , NUMBER       , ':'        , 'return'   ,              , 2        
INS  , NAME         ,            , '/'        , '>'          , 2        
INS  , '=='         ,            , NAME       , STRING       , 2        
INS  , '-'          ,            , NAME       , '-'          , 2        
INS  , ','          ,            , '}'        , STRING       , 2        
SUB  , 98           , NAME       , '='        , 'for'        , 2        
INS  , NEWLINE      ,            , ')'        , 98           , 2        
INS  , BOS          ,            , '@'        , UNKNOWN_CHAR , 2        
INS  , '&'          ,            , NAME       , NEWLINE      , 2        
DEL  , '['          , '('        , ')'        ,              , 2        
SUB  , STRING       , ']'        , ','        , '}'          , 2        
INS  , UNKNOWN_CHAR ,            , '...'      , NAME         , 2        
SUB  , NEWLINE      , 'class'    , NAME       , 'def'        , 2        
INS  , NAME         ,            , ','        , '*'          , 2        
INS  , 'not'        ,            , NAME       , NAME         , 2        
INS  , '//'         ,            , NAME       , 'not'        , 2        
SUB  , '}'          , ')'        , EOS        , ']'          , 2        
SUB  , '+'          , STRING     , ','        , UNKNOWN_CHAR , 2        
INS  , ')'          ,            , '=='       , NEWLINE      , 2        
SUB  , 98           , ','        , STRING     , NAME         , 2        
INS  , 'try'        ,            , NAME       , ':'          , 2        
INS  , NAME         ,            , '/'        , '~'          , 2        
DEL  , STRING       , ')'        , ';'        ,              , 2        
INS  , NEWLINE      ,            , NEWLINE    , 'and'        , 2        
SUB  , '('          , NAME       , '*'        , 'lambda'     , 2        
INS  , '['          ,            , NUMBER     , UNKNOWN_CHAR , 2        
INS  , NAME         ,            , '|'        , NAME         , 2        
INS  , '='          ,            , NAME       , '*'          , 2        
SUB  , STRING       , STRING     , ')'        , ')'          , 2        
INS  , ':'          ,            , NAME       , STRING       , 2        
INS  , BOS          ,            , NAME       , '@'          , 2        
SUB  , '('          , STRING     , ','        , UNKNOWN_CHAR , 2        
SUB  , NUMBER       , ','        , '-'        , ':'          , 2        
SUB  , STRING       , 'and'      , NAME       , NAME         , 2        
DEL  , '*'          , '('        , NAME       ,              , 2        
DEL  , '}'          , ')'        , '.'        ,              , 2        
INS  , BOS          ,            , NEWLINE    , 'import'     , 2        
INS  , NAME         ,            , '='        , ')'          , 2        
INS  , NAME         ,            , NAME       , '//'         , 2        
DEL  , NEWLINE      , NUMBER     , ','        ,              , 2        
SUB  , '('          , NAME       , ')'        , '...'        , 2        
DEL  , BOS          , ')'        , '.'        ,              , 2        
SUB  , NAME         , '('        , NUMBER     , '{'          , 2        
INS  , NAME         ,            , '='        , NEWLINE      , 2        
INS  , '='          ,            , '['        , '>'          , 2        
SUB  , NEWLINE      , 'return'   , NAME       , 'if'         , 2        
INS  , 'class'      ,            , STRING     , '='          , 2        
SUB  , NAME         , '('        , NAME       , '{'          , 2        
DEL  , 'else'       , ':'        , 'return'   ,              , 2        
SUB  , STRING       , '('        , NAME       , NEWLINE      , 2        
SUB  , NAME         , '}'        , NEWLINE    , ']'          , 2        
SUB  , ']'          , NEWLINE    , NAME       , ':'          , 2        
DEL  , 'return'     , '('        , NAME       ,              , 2        
INS  , 99           ,            , 99         , NEWLINE      , 2        
SUB  , NAME         , '('        , STRING     , NAME         , 2        
SUB  , NAME         , STRING     , ')'        , NAME         , 2        
INS  , STRING       ,            , NAME       , ']'          , 2        
DEL  , NUMBER       , 'and'      , NAME       ,              , 2        
SUB  , ','          , NAME       , '.'        , 'in'         , 2        
DEL  , '='          , NAME       , EOS        ,              , 2        
SUB  , NAME         , NAME       , 'import'   , 'import'     , 2        
INS  , NAME         ,            , NAME       , '->'         , 2        
INS  , '>'          ,            , NEWLINE    , NAME         , 2        
INS  , STRING       ,            , '*'        , ']'          , 2        
DEL  , 'import'     , NEWLINE    , NAME       ,              , 2        
DEL  , 'def'        , '('        , NAME       ,              , 2        
DEL  , ')'          , 'if'       , NAME       ,              , 2        
SUB  , ','          , NAME       , ')'        , 'class'      , 2        
INS  , NUMBER       ,            , 'in'       , ']'          , 2        
SUB  , ']'          , 'in'       , NAME       , '.'          , 2        
SUB  , '>>'         , '('        , NAME       , '>'          , 2        
DEL  , '.'          , NAME       , 'import'   ,              , 2        
SUB  , '>>'         , NAME       , '='        , '>'          , 2        
DEL  , 'None'       , ':'        , '('        ,              , 2        
DEL  , 'None'       , '('        , ')'        ,              , 2        
SUB  , NUMBER       , 'else'     , NUMBER     , ':'          , 2        
INS  , '('          ,            , NAME       , '//'         , 2        
SUB  , 99           , 'return'   , STRING     , NAME         , 2        
INS  , 99           ,            , 'return'   , 'return'     , 2        
INS  , 'return'     ,            , 'return'   , NAME         , 2        
INS  , NAME         ,            , 'return'   , NEWLINE      , 2        
INS  , ')'          ,            , '.'        , ']'          , 2        
SUB  , ':'          , NAME       , NEWLINE    , 'raise'      , 2        
DEL  , STRING       , '}'        , NEWLINE    ,              , 2        
SUB  , NAME         , '('        , NAME       , 'in'         , 2        
DEL  , ';'          , NAME       , NEWLINE    ,              , 2        
INS  , NAME         ,            , '('        , '['          , 2        
SUB  , '='          , NAME       , '('        , 'if'         , 2        
SUB  , 'in'         , 'if'       , NAME       , NAME         , 2        
SUB  , UNKNOWN_CHAR , STRING     , '.'        , UNKNOWN_CHAR , 2        
INS  , NAME         ,            , EOS        , 'import'     , 2        
INS  , UNKNOWN_CHAR ,            , STRING     , '%'          , 2        
SUB  , BOS          , NAME       , NEWLINE    , '>>'         , 2        
DEL  , 99           , ':'        , NAME       ,              , 2        
DEL  , '+='         , NUMBER     , NEWLINE    ,              , 2        
INS  , ']'          ,            , 'for'      , 'for'        , 2        
SUB  , NAME         , ')'        , 'for'      , ']'          , 2        
DEL  , STRING       , 'if'       , NAME       ,              , 2        
DEL  , 'False'      , NEWLINE    , 99         ,              , 2        
DEL  , '('          , ')'        , '*'        ,              , 2        
SUB  , NUMBER       , 'in'       , NAME       , 'else'       , 2        
INS  , ']'          ,            , 'in'       , 'for'        , 2        
INS  , ')'          ,            , '&'        , '|'          , 2        
INS  , '|'          ,            , '&'        , NEWLINE      , 2        
SUB  , NEWLINE      , '&'        , NAME       , 98           , 2        
DEL  , NEWLINE      , ']'        , ':'        ,              , 2        
SUB  , NAME         , '/'        , NAME       , NAME         , 2        
INS  , ')'          ,            , 'for'      , ']'          , 2        
INS  , NAME         ,            , NAME       , 'try'        , 2        
SUB  , ')'          , NEWLINE    , EOS        , ':'          , 2        
SUB  , '('          , ')'        , ']'        , STRING       , 2        
INS  , '('          ,            , '-'        , UNKNOWN_CHAR , 2        
INS  , '}'          ,            , '>'        , NEWLINE      , 2        
